robot_x,robot_y,robot_th,m1_id,m1_x,m1_y,m1_z,m1_qx,m1_qy,m1_qz,m1_qw,m2_id,m2_x,m2_y,m2_z,m2_qx,m2_qy,m2_qz,m2_qw
0.0,0.024,0.0,0,0.1764972578989767,-0.12304908256977902,0.5806739650377892,-0.05595264771929351,0.9981213181383208,-0.004425391907394654,0.024567283070938348,1,-0.2471950799387412,-0.1842612072743069,0.6641537694119931,0.6926915788194369,0.7112348313307506,0.07097895319331386,0.09636067423039325
0.0,0.024,0.0,0,0.17720508478094793,-0.12362639245853212,0.5835232607166964,-0.05571177014587298,0.9980596408589404,0.0077816345768051505,0.026694533504992728,1,-0.25057939408584085,-0.18652452554318313,0.6732264942612805,0.6913827870846602,0.7124924032170452,0.09746427668867065,0.06960698133521692
-0.002366153373722868,0.04349575128403216,0.0,0,0.19920498218759464,-0.16061525639195232,0.5800752813623444,0.07038263168528364,0.9959141807923474,-0.0039192390301462186,0.05644350466781779,1,-0.22890479592622492,-0.11825382000648797,0.6703445666184256,0.7316291500428568,0.6272726000242924,0.264114878012797,-0.03861610128711461
-0.004238755851603104,0.04994128278712927,0.0,0,0.2034992550869802,-0.17313631351131656,0.575956025047969,0.11171290843745196,0.991886516161136,-0.013883712791984438,0.059064436552629516,1,-0.21698131321126404,-0.09674293945885418,0.667152553371448,0.7894955353770766,0.5855366192630969,0.13980430042816447,0.11957602060362252
-6.227649377932298e-05,0.020814534551380735,0.0,0,0.17212933396770078,-0.1175464790572693,0.5804810579407457,-0.07480303086950968,0.9967909567339865,0.008189270438678807,0.02729891931489504,1,-0.25404530864467917,-0.19843208973534202,0.676790686635464,0.6703534679615962,0.7358342773009428,0.09531526464450682,0.009441645333735824
-6.227649377932298e-05,0.020814534551380735,0.0,0,0.17209395500397742,-0.11780958052324438,0.5808434220141983,-0.0765344669710887,0.99645124503882,-0.0065037027755613114,0.034425186655180594,1,-0.25337338931263986,-0.1983150231505432,0.6755885625962477,0.6732185841066832,0.7330288099389108,0.08789864118017217,0.041464812692404686
-0.0008090703508491504,0.012544701123245093,0.0,0,0.16043400210433492,-0.10461882233695456,0.5851088471105944,-0.1232472556215233,0.9921280622734956,0.014475756939752643,0.016806977486238803,1,-0.25583075363640523,-0.22841149903695088,0.6749994188715058,0.6323790845443649,0.7715347489947332,0.06909238734516981,0.007554239565314969
-0.0008058745702071435,0.012567234756155654,0.0,0,0.15972608917443962,-0.10416775747293754,0.5818163946812663,-0.12339420502542502,0.991500653901734,0.022252084594874932,0.03471553268725402,1,-0.2520515782553314,-0.22417058829081044,0.6653645576555537,0.6480750241259737,0.7528099368675046,0.0565662022938889,0.10038041051773505
-0.0008058745702071435,0.012567234756155654,0.0,0,0.15972608917443962,-0.10416775747293754,0.5818163946812663,-0.12339420502542502,0.991500653901734,0.022252084594874932,0.03471553268725402,1,-0.2542368162492782,-0.22615631213549373,0.6714427855798408,0.6392860003855821,0.7644938425624896,0.06409973332822333,0.05247664797122089
-0.0003071646172689291,0.016930807506317588,0.0,0,0.16570273393711094,-0.11074193063656601,0.5785605235724921,-0.09804108158827281,0.9937724335496902,0.025916973526200104,0.04618015938658488,1,-0.25482026261272217,-0.212278094652873,0.6761479874013809,0.6632463378535384,0.7378839828771443,0.09654896680085591,0.07943437635507221
-0.00030127082990411,0.016998830014817907,0.0,0,0.16649069475304065,-0.1113589880700706,0.5808326004254426,-0.09745382161884286,0.9945030569780483,0.017320742690543945,0.03415280641246623,1,-0.2553856712658696,-0.2121784272737038,0.677035143393244,0.6600745380897719,0.7439297830933644,0.08570526618591723,0.059369094150364225
